,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
18534,spotify:track:2cMTIlktg3M9mXYqCPqw1J,14,Milkshake,2003-01-01,67,False,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,audio_features,2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/tracks/2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/audio-analysis/2cMTIlktg3M9mXYqCPqw1J,182627,4
18541,spotify:track:7qtAgn9mwxygsPOsUDVRRt,16,Survivor,2001-01-01,66,False,0.524,0.904,8,-2.071,1,0.398,0.0533,0.0,0.776,0.655,161.188,audio_features,7qtAgn9mwxygsPOsUDVRRt,https://api.spotify.com/v1/tracks/7qtAgn9mwxygsPOsUDVRRt,https://api.spotify.com/v1/audio-analysis/7qtAgn9mwxygsPOsUDVRRt,254040,4
18542,spotify:track:77W6VUoJdasCQgjc5DW19q,5,Wings,2012,68,False,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,audio_features,77W6VUoJdasCQgjc5DW19q,https://api.spotify.com/v1/tracks/77W6VUoJdasCQgjc5DW19q,https://api.spotify.com/v1/audio-analysis/77W6VUoJdasCQgjc5DW19q,219733,4
18549,spotify:track:3W3KtDwAIg3mAruSpnfG3Q,9,Fancy,2014-01-01,70,True,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,audio_features,3W3KtDwAIg3mAruSpnfG3Q,https://api.spotify.com/v1/tracks/3W3KtDwAIg3mAruSpnfG3Q,https://api.spotify.com/v1/audio-analysis/3W3KtDwAIg3mAruSpnfG3Q,199938,4
18551,spotify:track:1COvXs6jaykXC73h9OSBVM,5,BO$$,2015-01-30,66,False,0.813,0.872,9,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103.016,audio_features,1COvXs6jaykXC73h9OSBVM,https://api.spotify.com/v1/tracks/1COvXs6jaykXC73h9OSBVM,https://api.spotify.com/v1/audio-analysis/1COvXs6jaykXC73h9OSBVM,171413,4
18556,spotify:track:5OMwQFBcte0aWFJFqrr5oj,5,TiK ToK,2010,13,False,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,audio_features,5OMwQFBcte0aWFJFqrr5oj,https://api.spotify.com/v1/tracks/5OMwQFBcte0aWFJFqrr5oj,https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj,199693,4
18568,spotify:track:5eqiMMbaeUZ32Q7sS00H35,5,Anaconda,2014-12-15,67,True,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,audio_features,5eqiMMbaeUZ32Q7sS00H35,https://api.spotify.com/v1/tracks/5eqiMMbaeUZ32Q7sS00H35,https://api.spotify.com/v1/audio-analysis/5eqiMMbaeUZ32Q7sS00H35,260240,4
18570,spotify:track:5HbCnVLXRyZVxnreOPgJCK,8,Girlfriend,2007-04-17,9,True,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,audio_features,5HbCnVLXRyZVxnreOPgJCK,https://api.spotify.com/v1/tracks/5HbCnVLXRyZVxnreOPgJCK,https://api.spotify.com/v1/audio-analysis/5HbCnVLXRyZVxnreOPgJCK,216600,4
18571,spotify:track:2WNVqZq1ujhMDlOAqBFkVv,5,My Humps,2005-01-01,7,False,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,audio_features,2WNVqZq1ujhMDlOAqBFkVv,https://api.spotify.com/v1/tracks/2WNVqZq1ujhMDlOAqBFkVv,https://api.spotify.com/v1/audio-analysis/2WNVqZq1ujhMDlOAqBFkVv,326960,4
18572,spotify:track:7Hv89f7Dpm5Hce1XkBbjQZ,6,On The Floor - Radio Edit,2011-01-01,12,False,0.765,0.68,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998,audio_features,7Hv89f7Dpm5Hce1XkBbjQZ,https://api.spotify.com/v1/tracks/7Hv89f7Dpm5Hce1XkBbjQZ,https://api.spotify.com/v1/audio-analysis/7Hv89f7Dpm5Hce1XkBbjQZ,230907,4
18576,spotify:track:2E0fhpXbNfksy2mdjm57bf,5,Salute,2013-11-11,69,False,0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,audio_features,2E0fhpXbNfksy2mdjm57bf,https://api.spotify.com/v1/tracks/2E0fhpXbNfksy2mdjm57bf,https://api.spotify.com/v1/audio-analysis/2E0fhpXbNfksy2mdjm57bf,236013,4
18588,spotify:track:5tFMuAw6X2R4NLx97g7n9q,5,Primadonna,2012-04-30,64,False,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,audio_features,5tFMuAw6X2R4NLx97g7n9q,https://api.spotify.com/v1/tracks/5tFMuAw6X2R4NLx97g7n9q,https://api.spotify.com/v1/audio-analysis/5tFMuAw6X2R4NLx97g7n9q,221075,4
18591,spotify:track:1GBknQ67DCfKTPms1dw9EW,5,Nobody's Perfect,2007-01-01,62,False,0.594,0.977,8,-4.193,1,0.0646,0.0597,3.49e-06,0.309,0.793,131.976,audio_features,1GBknQ67DCfKTPms1dw9EW,https://api.spotify.com/v1/tracks/1GBknQ67DCfKTPms1dw9EW,https://api.spotify.com/v1/audio-analysis/1GBknQ67DCfKTPms1dw9EW,200827,4
18594,spotify:track:5fyIGoaaKelzdyW8ELhYJZ,7,Feeling Myself,2014-12-15,67,True,0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,audio_features,5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/tracks/5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/audio-analysis/5fyIGoaaKelzdyW8ELhYJZ,237840,4
18597,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,13,Piece of Me,2007-10-25,65,False,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,audio_features,2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/tracks/2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/audio-analysis/2EvwLVrnYbCZEG6Kx5DCRy,212107,4
18599,spotify:track:3U3Ff8ZvL6oEu1r98gCCWW,6,Pon de Replay,2005-01-01,59,False,0.756,0.632,7,-8.441,1,0.164,0.000165,0.000886,0.0963,0.505,99.009,audio_features,3U3Ff8ZvL6oEu1r98gCCWW,https://api.spotify.com/v1/tracks/3U3Ff8ZvL6oEu1r98gCCWW,https://api.spotify.com/v1/audio-analysis/3U3Ff8ZvL6oEu1r98gCCWW,246960,4
18613,spotify:track:14WWzenpaEgQZlqPq2nk4v,6,Work,2016-01-28,13,True,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v,219320,4
18616,spotify:track:3VZQshi4COChhXaz7cLP02,11,I Love It (feat. Charli XCX) - Original Version,2012-06-19,67,True,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,audio_features,3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/tracks/3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/audio-analysis/3VZQshi4COChhXaz7cLP02,155337,4
18618,spotify:track:1dl3vuXJS9anUXE7XnNP75,7,Get Ugly,2015-05-29,66,True,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,audio_features,1dl3vuXJS9anUXE7XnNP75,https://api.spotify.com/v1/tracks/1dl3vuXJS9anUXE7XnNP75,https://api.spotify.com/v1/audio-analysis/1dl3vuXJS9anUXE7XnNP75,200492,4
18620,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,8,All You Need To Know (feat. Calle Lehmann),2019-03-27,77,False,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,audio_features,4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/tracks/4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/audio-analysis/4Gcv5SsxnQWpmOnUI19EJk,238459,4
18625,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,6,Love Me Harder,2014-08-25,74,False,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,audio_features,5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,236133,4
18632,spotify:track:5NeFmsnXBy6xVbz8pesM5l,7,Better Day (feat. Aloe Blacc),2019-11-01,70,False,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,0.435,118.958,audio_features,5NeFmsnXBy6xVbz8pesM5l,https://api.spotify.com/v1/tracks/5NeFmsnXBy6xVbz8pesM5l,https://api.spotify.com/v1/audio-analysis/5NeFmsnXBy6xVbz8pesM5l,191786,4
18639,spotify:track:3ixfi8GozgKMn27BLPA2z8,6,Spotlight - Single Edit,2020-02-28,61,False,0.65,0.697,11,-8.75,0,0.0448,0.142,0.284,0.222,0.268,115.014,audio_features,3ixfi8GozgKMn27BLPA2z8,https://api.spotify.com/v1/tracks/3ixfi8GozgKMn27BLPA2z8,https://api.spotify.com/v1/audio-analysis/3ixfi8GozgKMn27BLPA2z8,252693,4
18651,spotify:track:3zJ5RDG0bLQAV2rntFgUtb,9,You Ain't The Problem,2019-10-10,61,False,0.643,0.773,1,-7.998,1,0.0414,0.188,0.000412,0.0986,0.653,124.538,audio_features,3zJ5RDG0bLQAV2rntFgUtb,https://api.spotify.com/v1/tracks/3zJ5RDG0bLQAV2rntFgUtb,https://api.spotify.com/v1/audio-analysis/3zJ5RDG0bLQAV2rntFgUtb,249333,4
18660,spotify:track:7jPNoWAyDdfnzU3mUBI0HI,7,For My Ladies,2019-12-04,58,False,0.458,0.485,1,-10.749,0,0.0385,0.38,0.919,0.199,0.434,131.356,audio_features,7jPNoWAyDdfnzU3mUBI0HI,https://api.spotify.com/v1/tracks/7jPNoWAyDdfnzU3mUBI0HI,https://api.spotify.com/v1/audio-analysis/7jPNoWAyDdfnzU3mUBI0HI,341346,4
18662,spotify:track:7wdzLe2Gsx1RGqbvYZHASz,11,i,2014-09-23,64,True,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,audio_features,7wdzLe2Gsx1RGqbvYZHASz,https://api.spotify.com/v1/tracks/7wdzLe2Gsx1RGqbvYZHASz,https://api.spotify.com/v1/audio-analysis/7wdzLe2Gsx1RGqbvYZHASz,231933,4
18663,spotify:track:4q650OiSDQIwccxDFpuuBm,5,Flim,1997-10-06,53,False,0.71,0.734,0,-14.932,0,0.052,0.511,0.838,0.0701,0.4,147.979,audio_features,4q650OiSDQIwccxDFpuuBm,https://api.spotify.com/v1/tracks/4q650OiSDQIwccxDFpuuBm,https://api.spotify.com/v1/audio-analysis/4q650OiSDQIwccxDFpuuBm,177093,4
18693,spotify:track:49MHCPzvMLXhRjDantBMVH,5,Just the Way You Are,1977,70,False,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,audio_features,49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/tracks/49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/audio-analysis/49MHCPzvMLXhRjDantBMVH,290573,4
18704,spotify:track:5BxHfyGk49gqbg5BdW6FO4,7,Summer Madness,1974-09,54,False,0.303,0.332,6,-16.471,0,0.032,0.00859,0.864,0.0654,0.41,175.85,audio_features,5BxHfyGk49gqbg5BdW6FO4,https://api.spotify.com/v1/tracks/5BxHfyGk49gqbg5BdW6FO4,https://api.spotify.com/v1/audio-analysis/5BxHfyGk49gqbg5BdW6FO4,257867,4
18707,spotify:track:4aJnMRNeuDZSQN7FaSNGtM,5,How Did I Get Here,2012-09-05,62,False,0.71,0.578,0,-6.205,0,0.0297,0.371,0.669,0.417,0.348,96.064,audio_features,4aJnMRNeuDZSQN7FaSNGtM,https://api.spotify.com/v1/tracks/4aJnMRNeuDZSQN7FaSNGtM,https://api.spotify.com/v1/audio-analysis/4aJnMRNeuDZSQN7FaSNGtM,131250,4
18709,spotify:track:3G9zeErd0kMx012kmYUrm7,5,Lose My Cool,2017-05-12,63,False,0.717,0.482,3,-8.071,1,0.0465,0.564,0.000235,0.0921,0.321,103.006,audio_features,3G9zeErd0kMx012kmYUrm7,https://api.spotify.com/v1/tracks/3G9zeErd0kMx012kmYUrm7,https://api.spotify.com/v1/audio-analysis/3G9zeErd0kMx012kmYUrm7,214578,4
18713,spotify:track:3C57ewlHARCVqeH3KiYkma,7,Sober,2017-07-07,64,False,0.657,0.7,10,-4.911,0,0.382,0.34,0.000106,0.0992,0.61,82.113,audio_features,3C57ewlHARCVqeH3KiYkma,https://api.spotify.com/v1/tracks/3C57ewlHARCVqeH3KiYkma,https://api.spotify.com/v1/audio-analysis/3C57ewlHARCVqeH3KiYkma,266288,4
18718,spotify:track:3XstzgzP0rp3bzElEnRVHv,7,Slow Down,2017-08-11,67,False,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,audio_features,3XstzgzP0rp3bzElEnRVHv,https://api.spotify.com/v1/tracks/3XstzgzP0rp3bzElEnRVHv,https://api.spotify.com/v1/audio-analysis/3XstzgzP0rp3bzElEnRVHv,234595,4
18719,spotify:track:1mbuSss0OVqfS00y7yCNCZ,6,Ruthless,2018-09-28,63,False,0.673,0.437,9,-11.746,1,0.0325,0.713,0.152,0.117,0.551,104.996,audio_features,1mbuSss0OVqfS00y7yCNCZ,https://api.spotify.com/v1/tracks/1mbuSss0OVqfS00y7yCNCZ,https://api.spotify.com/v1/audio-analysis/1mbuSss0OVqfS00y7yCNCZ,247455,4
18722,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,20,On Melancholy Hill,2010-03-03,76,False,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,audio_features,0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3,233867,4
18723,spotify:track:3a6PN6BRB8PP3ms48s7kU1,7,Empire Ants (feat. Little Dragon),2010-03-03,64,False,0.601,0.772,0,-4.137,0,0.031,0.181,0.0543,0.0928,0.294,99.445,audio_features,3a6PN6BRB8PP3ms48s7kU1,https://api.spotify.com/v1/tracks/3a6PN6BRB8PP3ms48s7kU1,https://api.spotify.com/v1/audio-analysis/3a6PN6BRB8PP3ms48s7kU1,283573,4
18739,spotify:track:6fTdcGsjxlAD9PSkoPaLMX,19,Sunday Candy,2015-06-30,68,False,0.511,0.596,0,-6.56,1,0.224,0.53,0.0,0.0798,0.554,158.063,audio_features,6fTdcGsjxlAD9PSkoPaLMX,https://api.spotify.com/v1/tracks/6fTdcGsjxlAD9PSkoPaLMX,https://api.spotify.com/v1/audio-analysis/6fTdcGsjxlAD9PSkoPaLMX,226014,4
18743,spotify:track:5jgFfDIR6FR0gvlA56Nakr,14,Blackbird - Remastered 2009,1968-11-22,76,False,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387,4
18755,spotify:track:6qX4gWRXTRPIrEfNuNaYye,9,Beat 54 (All Good Now),2018-09-14,61,False,0.646,0.695,2,-6.34,1,0.0547,0.517,0.00687,0.154,0.513,105.986,audio_features,6qX4gWRXTRPIrEfNuNaYye,https://api.spotify.com/v1/tracks/6qX4gWRXTRPIrEfNuNaYye,https://api.spotify.com/v1/audio-analysis/6qX4gWRXTRPIrEfNuNaYye,246815,4
18757,spotify:track:4pNiE4LCVV74vfIBaUHm1b,6,Sir Duke,1976-09-28,72,False,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,audio_features,4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/tracks/4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/audio-analysis/4pNiE4LCVV74vfIBaUHm1b,232760,4
18761,spotify:track:2yBVeksU2EtrPJbTu4ZslK,15,What a Fool Believes,1978,70,False,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,audio_features,2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,223867,4
18762,spotify:track:3Yt0liwMgB3I0xv3FQBDzI,6,Buying Time,2019-09-18,60,True,0.765,0.437,5,-8.994,0,0.0373,0.734,0.00347,0.167,0.667,117.99,audio_features,3Yt0liwMgB3I0xv3FQBDzI,https://api.spotify.com/v1/tracks/3Yt0liwMgB3I0xv3FQBDzI,https://api.spotify.com/v1/audio-analysis/3Yt0liwMgB3I0xv3FQBDzI,236949,4
18766,spotify:track:5yfHDmZHjMw2gLjbghG90V,5,Hot Hands,2014-02-24,59,False,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,audio_features,5yfHDmZHjMw2gLjbghG90V,https://api.spotify.com/v1/tracks/5yfHDmZHjMw2gLjbghG90V,https://api.spotify.com/v1/audio-analysis/5yfHDmZHjMw2gLjbghG90V,253091,4
18772,spotify:track:4mL59LVbKgOpEACxraGYdr,9,While We're Young,2017-09-22,72,True,0.454,0.791,2,-6.013,1,0.335,0.107,2.1e-06,0.108,0.791,127.638,audio_features,4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/tracks/4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/audio-analysis/4mL59LVbKgOpEACxraGYdr,236160,4
18780,spotify:track:1PVza5KmhSJhz12OewWciE,5,Got Friends,2018-06-13,64,True,0.691,0.75,10,-3.934,0,0.347,0.104,0.0,0.123,0.345,143.744,audio_features,1PVza5KmhSJhz12OewWciE,https://api.spotify.com/v1/tracks/1PVza5KmhSJhz12OewWciE,https://api.spotify.com/v1/audio-analysis/1PVza5KmhSJhz12OewWciE,226963,4
18781,spotify:track:7zxDWJtcsVvXsbMBxxbSba,6,Loaded - Andy Weatherall Mix,1991-09-23,58,False,0.621,0.544,8,-14.757,1,0.0515,9.23e-05,0.579,0.889,0.885,91.147,audio_features,7zxDWJtcsVvXsbMBxxbSba,https://api.spotify.com/v1/tracks/7zxDWJtcsVvXsbMBxxbSba,https://api.spotify.com/v1/audio-analysis/7zxDWJtcsVvXsbMBxxbSba,421907,4
18783,spotify:track:5NM8v7DOexgrrxefEnKR2V,6,Eternal Light,2019-10-15,54,False,0.793,0.465,5,-8.134,0,0.271,0.648,0.000132,0.0871,0.898,141.85,audio_features,5NM8v7DOexgrrxefEnKR2V,https://api.spotify.com/v1/tracks/5NM8v7DOexgrrxefEnKR2V,https://api.spotify.com/v1/audio-analysis/5NM8v7DOexgrrxefEnKR2V,193740,4
18792,spotify:track:5MChi9fdCbTIWDJPPUuuW6,16,Beautiful Escape,2015-08-28,66,False,0.944,0.514,5,-7.895,1,0.195,0.0684,0.00209,0.103,0.331,120.004,audio_features,5MChi9fdCbTIWDJPPUuuW6,https://api.spotify.com/v1/tracks/5MChi9fdCbTIWDJPPUuuW6,https://api.spotify.com/v1/audio-analysis/5MChi9fdCbTIWDJPPUuuW6,276785,4
18794,spotify:track:0YiILuIBfDyYTUmd9uLwcd,5,Say So - Snakehips Remix,2020-04-03,62,True,0.717,0.866,7,-6.269,1,0.0824,0.00291,9.26e-05,0.0462,0.748,117.979,audio_features,0YiILuIBfDyYTUmd9uLwcd,https://api.spotify.com/v1/tracks/0YiILuIBfDyYTUmd9uLwcd,https://api.spotify.com/v1/audio-analysis/0YiILuIBfDyYTUmd9uLwcd,200596,4
18797,spotify:track:0QZdbOtajbimysXPJDkU3H,5,Drop The Pressure,2020-03-13,64,True,0.699,0.869,8,-5.212,1,0.0374,0.101,0.21,0.0767,0.252,124.003,audio_features,0QZdbOtajbimysXPJDkU3H,https://api.spotify.com/v1/tracks/0QZdbOtajbimysXPJDkU3H,https://api.spotify.com/v1/audio-analysis/0QZdbOtajbimysXPJDkU3H,180991,4
18805,spotify:track:0xsZyK1iL6WO8WEzVdjySp,6,No Lie,2020-04-10,68,False,0.719,0.701,1,-9.846,0,0.0414,0.0662,0.121,0.0978,0.136,122.034,audio_features,0xsZyK1iL6WO8WEzVdjySp,https://api.spotify.com/v1/tracks/0xsZyK1iL6WO8WEzVdjySp,https://api.spotify.com/v1/audio-analysis/0xsZyK1iL6WO8WEzVdjySp,166992,4
18806,spotify:track:5AFrctm65wWIqJsjHPPx85,5,Midnight Hour with Boys Noize & Ty Dolla $ign,2019-08-29,68,False,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,audio_features,5AFrctm65wWIqJsjHPPx85,https://api.spotify.com/v1/tracks/5AFrctm65wWIqJsjHPPx85,https://api.spotify.com/v1/audio-analysis/5AFrctm65wWIqJsjHPPx85,198839,4
18823,spotify:track:2ZVRyUFQTI5K99wpJElGrD,9,Love Is Only a Feeling,2017-07-06,70,True,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,audio_features,2ZVRyUFQTI5K99wpJElGrD,https://api.spotify.com/v1/tracks/2ZVRyUFQTI5K99wpJElGrD,https://api.spotify.com/v1/audio-analysis/2ZVRyUFQTI5K99wpJElGrD,152041,4
18828,spotify:track:6N22FZs2ZhPBYi3b9XPajV,17,Still Don't Know My Name,2019-10-04,76,False,0.314,0.63,5,-5.963,1,0.116,0.471,0.266,0.205,0.312,88.244,audio_features,6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
18829,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,10,I'm with You,2002-06-04,71,False,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,audio_features,1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/audio-analysis/1jlG3KJ3gdYmhfuySFfpO1,223067,3
18830,spotify:track:4AO1XhrgJczQ9bNVxdfKQe,29,WHAT TO DO? (feat. Don Toliver),2019-12-27,78,True,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,audio_features,4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/tracks/4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/audio-analysis/4AO1XhrgJczQ9bNVxdfKQe,250142,4
18832,spotify:track:7oTE1KmtU2ml9zBhv9Reao,5,California,2019-08-30,69,False,0.439,0.412,9,-8.096,0,0.0327,0.793,0.0,0.0469,0.179,122.933,audio_features,7oTE1KmtU2ml9zBhv9Reao,https://api.spotify.com/v1/tracks/7oTE1KmtU2ml9zBhv9Reao,https://api.spotify.com/v1/audio-analysis/7oTE1KmtU2ml9zBhv9Reao,305900,4
18833,spotify:track:0rzNMzZsubFcXSEh7dnem7,9,Hold Up,2016-04-23,75,True,0.524,0.397,0,-11.936,1,0.405,0.745,0.0,0.521,0.552,80.744,audio_features,0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/tracks/0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/audio-analysis/0rzNMzZsubFcXSEh7dnem7,221093,4
18834,spotify:track:2pLV5v5rgpMTmVvRcjmm8d,7,HeartLess,2018-02-02,62,False,0.636,0.44,10,-7.354,0,0.0303,0.209,0.0,0.0942,0.236,100.046,audio_features,2pLV5v5rgpMTmVvRcjmm8d,https://api.spotify.com/v1/tracks/2pLV5v5rgpMTmVvRcjmm8d,https://api.spotify.com/v1/audio-analysis/2pLV5v5rgpMTmVvRcjmm8d,158633,4
18836,spotify:track:5iVMvLDFM5UBqq2h1ouHoe,5,Summer At 7,2019-07-25,62,True,0.57,0.713,11,-5.374,1,0.0518,0.755,0.0,0.0897,0.458,89.064,audio_features,5iVMvLDFM5UBqq2h1ouHoe,https://api.spotify.com/v1/tracks/5iVMvLDFM5UBqq2h1ouHoe,https://api.spotify.com/v1/audio-analysis/5iVMvLDFM5UBqq2h1ouHoe,174667,4
18840,spotify:track:6u0dQik0aif7FQlrhycG1L,7,The Morning,2012-01-01,72,True,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,audio_features,6u0dQik0aif7FQlrhycG1L,https://api.spotify.com/v1/tracks/6u0dQik0aif7FQlrhycG1L,https://api.spotify.com/v1/audio-analysis/6u0dQik0aif7FQlrhycG1L,312427,4
18843,spotify:track:7GbAp0HKPQW7WnFJAzMoRk,6,Thru These Tears,2018-10-05,68,False,0.711,0.517,11,-7.695,1,0.0391,0.154,0.0,0.149,0.294,119.945,audio_features,7GbAp0HKPQW7WnFJAzMoRk,https://api.spotify.com/v1/tracks/7GbAp0HKPQW7WnFJAzMoRk,https://api.spotify.com/v1/audio-analysis/7GbAp0HKPQW7WnFJAzMoRk,204516,4
18845,spotify:track:6SMHgPgNkhe9lneNTbgtel,7,Love and Happiness,1972-10-23,62,False,0.822,0.457,6,-10.937,1,0.235,0.214,0.000397,0.0766,0.73,99.16,audio_features,6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/tracks/6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/audio-analysis/6SMHgPgNkhe9lneNTbgtel,307063,4
18881,spotify:track:4Hq1q82uvzNxUYmgBOxPco,9,Nikes on My Feet,2010-06-01,66,True,0.823,0.438,9,-8.728,0,0.279,0.537,0.0,0.105,0.59,92.047,audio_features,4Hq1q82uvzNxUYmgBOxPco,https://api.spotify.com/v1/tracks/4Hq1q82uvzNxUYmgBOxPco,https://api.spotify.com/v1/audio-analysis/4Hq1q82uvzNxUYmgBOxPco,164411,4
18885,spotify:track:2kGMBOPXMtb9gxzVYdplg9,6,Two Fish and an Elephant,2015-11-06,62,False,0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,audio_features,2kGMBOPXMtb9gxzVYdplg9,https://api.spotify.com/v1/tracks/2kGMBOPXMtb9gxzVYdplg9,https://api.spotify.com/v1/audio-analysis/2kGMBOPXMtb9gxzVYdplg9,213760,4
18887,spotify:track:4j3GWI86JvSaF0BLdmgcfF,21,Summertime Magic,2018-07-11,70,False,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,audio_features,4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF,213600,4
