,acousticness,analysis_url,count,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,time_signature,track_href,type,uri,valence
323,0.162,https://api.spotify.com/v1/audio-analysis/7HYDLOJ7Qf0C6W8XflrP8g,12,0.846,168236,0.781,False,7HYDLOJ7Qf0C6W8XflrP8g,0.000186,5,0.0882,-7.143,1,Vrouwkes,52,2017-02-03,0.187,128.092,4,https://api.spotify.com/v1/tracks/7HYDLOJ7Qf0C6W8XflrP8g,audio_features,spotify:track:7HYDLOJ7Qf0C6W8XflrP8g,0.805
324,0.101,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,44,0.768,173027,0.864,False,1Je1IMUlBXcx1Fz0WE7oPT,0.0,11,0.162,-6.145,1,Wannabe,79,1996-01-01,0.0324,110.008,4,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,audio_features,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,0.891
326,0.0167,https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr,19,0.812,197960,0.879,False,5ZrDlcxIDZyjOzHdYW1ydr,0.224,1,0.366,-10.998,0,Barbie Girl,70,1997-01-01,0.0397,129.991,4,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,audio_features,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,0.962
327,0.216,https://api.spotify.com/v1/audio-analysis/6e40mgJiCid5HRAGrbpGA6,21,0.689,213600,0.702,False,6e40mgJiCid5HRAGrbpGA6,0.0,6,0.159,-5.642,0,I Want It That Way,76,2001-10-23,0.0261,99.031,4,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,audio_features,spotify:track:6e40mgJiCid5HRAGrbpGA6,0.484
328,0.358,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,29,0.543,230400,0.87,False,0GjEhVFGZW8afUYGChu3Rr,0.000939,9,0.792,-6.514,1,Dancing Queen,76,1976,0.0428,100.804,4,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,audio_features,spotify:track:0GjEhVFGZW8afUYGChu3Rr,0.754
329,0.316,https://api.spotify.com/v1/audio-analysis/0IprUQmGWvCtnbcpHj9UIi,15,0.841,226000,0.933,False,0IprUQmGWvCtnbcpHj9UIi,0.0,5,0.18,-7.022,1,Sex on the Beach - Radio Mix,54,2011-07-01,0.058,100.011,4,https://api.spotify.com/v1/tracks/0IprUQmGWvCtnbcpHj9UIi,audio_features,spotify:track:0IprUQmGWvCtnbcpHj9UIi,0.944
330,0.00479,https://api.spotify.com/v1/audio-analysis/6obJhxyLxEFlNOiqPKVR8i,18,0.669,224947,0.903,False,6obJhxyLxEFlNOiqPKVR8i,0.0,2,0.32,-6.012,1,Oya lélé,10,2003,0.0564,135.041,4,https://api.spotify.com/v1/tracks/6obJhxyLxEFlNOiqPKVR8i,audio_features,spotify:track:6obJhxyLxEFlNOiqPKVR8i,0.882
331,0.0233,https://api.spotify.com/v1/audio-analysis/3WWxgARaLzJ8cILPCVPyR6,13,0.802,216360,0.671,False,3WWxgARaLzJ8cILPCVPyR6,0.0108,1,0.0943,-9.969,1,We’re Going to Ibiza!,63,1998,0.0424,103.993,4,https://api.spotify.com/v1/tracks/3WWxgARaLzJ8cILPCVPyR6,audio_features,spotify:track:3WWxgARaLzJ8cILPCVPyR6,0.912
332,0.0153,https://api.spotify.com/v1/audio-analysis/45I37gu7jG5JsXyqYm4YDT,17,0.546,216640,0.815,False,45I37gu7jG5JsXyqYm4YDT,6.33e-05,4,0.0417,-8.746,0,Ik Leef Niet Meer Voor Jou,59,1995-01-01,0.0466,149.962,4,https://api.spotify.com/v1/tracks/45I37gu7jG5JsXyqYm4YDT,audio_features,spotify:track:45I37gu7jG5JsXyqYm4YDT,0.574
333,0.00338,https://api.spotify.com/v1/audio-analysis/0awmattJsSNogmCjtblvK3,5,0.719,186867,0.841,False,0awmattJsSNogmCjtblvK3,0.00358,1,0.235,-4.825,1,1001 Arabian Nights,0,2005-01-01,0.0436,138.035,4,https://api.spotify.com/v1/tracks/0awmattJsSNogmCjtblvK3,audio_features,spotify:track:0awmattJsSNogmCjtblvK3,0.629
335,0.561,https://api.spotify.com/v1/audio-analysis/0GiWi4EkPduFWHQyhiKpRB,21,0.407,210173,0.466,False,0GiWi4EkPduFWHQyhiKpRB,0.00894,7,0.103,-7.054,1,Brabant,60,2002,0.0311,81.568,4,https://api.spotify.com/v1/tracks/0GiWi4EkPduFWHQyhiKpRB,audio_features,spotify:track:0GiWi4EkPduFWHQyhiKpRB,0.387
336,0.00387,https://api.spotify.com/v1/audio-analysis/0yOVwe179MrHeIPU7h6Tkq,8,0.512,232286,0.817,False,0yOVwe179MrHeIPU7h6Tkq,0.0145,9,0.145,-11.416,1,Luv U More - K&A's Radio blast,51,2011-04-29,0.0341,167.817,4,https://api.spotify.com/v1/tracks/0yOVwe179MrHeIPU7h6Tkq,audio_features,spotify:track:0yOVwe179MrHeIPU7h6Tkq,0.0692
337,0.121,https://api.spotify.com/v1/audio-analysis/1gdXCvbvZ1cYEj5uLB0Sti,10,0.798,197773,0.981,False,1gdXCvbvZ1cYEj5uLB0Sti,1.07e-05,7,0.312,-6.26,1,Ik Heb Een Toeter Op M'n Waterscooter,40,2012-07-25,0.0983,146.073,4,https://api.spotify.com/v1/tracks/1gdXCvbvZ1cYEj5uLB0Sti,audio_features,spotify:track:1gdXCvbvZ1cYEj5uLB0Sti,0.962
338,0.0108,https://api.spotify.com/v1/audio-analysis/65OXGbKBQ8gUyJvUd0jNpf,33,0.8,201840,0.894,False,65OXGbKBQ8gUyJvUd0jNpf,0.437,6,0.0285,-7.346,0,"Boom, Boom, Boom, Boom!!",54,2000,0.04,138.48,4,https://api.spotify.com/v1/tracks/65OXGbKBQ8gUyJvUd0jNpf,audio_features,spotify:track:65OXGbKBQ8gUyJvUd0jNpf,0.967
339,0.317,https://api.spotify.com/v1/audio-analysis/7D5vAulNfrQV6xEwzgH0OF,17,0.714,220947,0.79,True,7D5vAulNfrQV6xEwzgH0OF,1.27e-05,5,0.198,-3.757,0,Sterrenstof,61,2010-01-01,0.109,97.012,4,https://api.spotify.com/v1/tracks/7D5vAulNfrQV6xEwzgH0OF,audio_features,spotify:track:7D5vAulNfrQV6xEwzgH0OF,0.904
340,0.283,https://api.spotify.com/v1/audio-analysis/7frXWJk53XCcJuAQuvQwDB,9,0.542,288960,0.869,False,7frXWJk53XCcJuAQuvQwDB,6.81e-05,7,0.239,-5.218,1,The Grease Mega-Mix,28,2016-04-01,0.403,125.101,4,https://api.spotify.com/v1/tracks/7frXWJk53XCcJuAQuvQwDB,audio_features,spotify:track:7frXWJk53XCcJuAQuvQwDB,0.69
341,0.00416,https://api.spotify.com/v1/audio-analysis/7JsVDwOfhQTvrMRJOJzNuv,17,0.626,197560,0.976,False,7JsVDwOfhQTvrMRJOJzNuv,1.26e-05,8,0.397,-5.346,1,Everytime We Touch - Radio Edit,57,2006,0.0505,142.037,4,https://api.spotify.com/v1/tracks/7JsVDwOfhQTvrMRJOJzNuv,audio_features,spotify:track:7JsVDwOfhQTvrMRJOJzNuv,0.473
342,0.106,https://api.spotify.com/v1/audio-analysis/60VvE1ktlRQSS1RW6CSzoV,13,0.666,200779,0.848,False,60VvE1ktlRQSS1RW6CSzoV,0.0,6,0.772,-7.076,1,Jij Krijgt Die Lach Niet Van Mijn Gezicht,54,2017-11-03,0.0753,120.007,4,https://api.spotify.com/v1/tracks/60VvE1ktlRQSS1RW6CSzoV,audio_features,spotify:track:60VvE1ktlRQSS1RW6CSzoV,0.584
344,0.00203,https://api.spotify.com/v1/audio-analysis/3kgJepRrGMc5nq4LbtFg2B,17,0.591,246107,0.894,False,3kgJepRrGMc5nq4LbtFg2B,0.000159,2,0.0833,-6.236,1,Children Of The Night - Radio Edit,50,1996,0.0651,171.389,4,https://api.spotify.com/v1/tracks/3kgJepRrGMc5nq4LbtFg2B,audio_features,spotify:track:3kgJepRrGMc5nq4LbtFg2B,0.646
345,0.15,https://api.spotify.com/v1/audio-analysis/0rwf08N6Fm5K57S7e7FJty,12,0.691,241584,0.55,False,0rwf08N6Fm5K57S7e7FJty,0.0,2,0.461,-8.318,0,Zij weet het - Studio Versie,65,2018-11-09,0.0272,94.996,4,https://api.spotify.com/v1/tracks/0rwf08N6Fm5K57S7e7FJty,audio_features,spotify:track:0rwf08N6Fm5K57S7e7FJty,0.338
346,0.177,https://api.spotify.com/v1/audio-analysis/2c3sKqWYVJ0NsE3elgRhKH,23,0.809,215432,0.965,False,2c3sKqWYVJ0NsE3elgRhKH,0.0,0,0.0577,-3.947,1,Dragostea Din Tei,66,2004-06-06,0.0427,130.103,4,https://api.spotify.com/v1/tracks/2c3sKqWYVJ0NsE3elgRhKH,audio_features,spotify:track:2c3sKqWYVJ0NsE3elgRhKH,0.672
347,0.0359,https://api.spotify.com/v1/audio-analysis/3bs3S4PjEJ5rCQ0Gv1Cu0b,13,0.578,182093,0.965,False,3bs3S4PjEJ5rCQ0Gv1Cu0b,8.77e-06,7,0.342,-5.959,1,Gabbertje (Radio Mix),38,2010-08-27,0.154,172.036,4,https://api.spotify.com/v1/tracks/3bs3S4PjEJ5rCQ0Gv1Cu0b,audio_features,spotify:track:3bs3S4PjEJ5rCQ0Gv1Cu0b,0.129
348,0.0352,https://api.spotify.com/v1/audio-analysis/1di1BEgJYzPvXUuinsYJGP,30,0.731,225360,0.853,False,1di1BEgJYzPvXUuinsYJGP,0.0,10,0.268,-4.219,0,Everybody (Backstreet's Back) - Radio Edit,74,1997-08-12,0.0363,108.016,4,https://api.spotify.com/v1/tracks/1di1BEgJYzPvXUuinsYJGP,audio_features,spotify:track:1di1BEgJYzPvXUuinsYJGP,0.605
349,0.724,https://api.spotify.com/v1/audio-analysis/3D4r2i4F0fiy7iarMXMXe1,12,0.342,487427,0.985,False,3D4r2i4F0fiy7iarMXMXe1,3.69e-06,1,0.912,-6.993,1,Vlieg Met Me Mee,44,2004-01-01,0.659,89.091,4,https://api.spotify.com/v1/tracks/3D4r2i4F0fiy7iarMXMXe1,audio_features,spotify:track:3D4r2i4F0fiy7iarMXMXe1,0.173
350,0.0328,https://api.spotify.com/v1/audio-analysis/4xGuK7FsXuZwHCCuNnPzbD,24,0.617,238760,0.728,False,4xGuK7FsXuZwHCCuNnPzbD,0.0482,7,0.36,-7.932,1,L'Amour Toujours,68,2011-01-14,0.0292,139.066,4,https://api.spotify.com/v1/tracks/4xGuK7FsXuZwHCCuNnPzbD,audio_features,spotify:track:4xGuK7FsXuZwHCCuNnPzbD,0.808
351,0.131,https://api.spotify.com/v1/audio-analysis/3jFnYU30fibZbOE9y4wPQx,12,0.718,183707,0.928,False,3jFnYU30fibZbOE9y4wPQx,0.0,7,0.687,-2.996,1,Feesttent,54,2014-01-01,0.32,172.02,4,https://api.spotify.com/v1/tracks/3jFnYU30fibZbOE9y4wPQx,audio_features,spotify:track:3jFnYU30fibZbOE9y4wPQx,0.797
352,0.295,https://api.spotify.com/v1/audio-analysis/2TxCwUlqaOH3TIyJqGgR91,21,0.749,213267,0.748,False,2TxCwUlqaOH3TIyJqGgR91,0.000443,2,0.469,-7.011,1,Mamma Mia,72,1975,0.0323,137.547,4,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,audio_features,spotify:track:2TxCwUlqaOH3TIyJqGgR91,0.827
353,0.137,https://api.spotify.com/v1/audio-analysis/1TD5Z9V208btoYDiKPJwVC,9,0.606,225987,0.985,False,1TD5Z9V208btoYDiKPJwVC,2.32e-05,8,0.496,-2.594,1,Sex Met Die Kale,50,2012-01-19,0.0428,154.048,4,https://api.spotify.com/v1/tracks/1TD5Z9V208btoYDiKPJwVC,audio_features,spotify:track:1TD5Z9V208btoYDiKPJwVC,0.915
354,0.259,https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3,30,0.822,283748,0.969,False,2yAVzRiEQooPEJ9SYx11L3,0.000162,7,0.39,-11.471,0,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,74,2011-01-05,0.0582,128.007,4,https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3,audio_features,spotify:track:2yAVzRiEQooPEJ9SYx11L3,0.765
355,0.801,https://api.spotify.com/v1/audio-analysis/2l8NsdEw2CS0vvd773OXLT,7,0.462,262729,0.619,False,2l8NsdEw2CS0vvd773OXLT,4.82e-06,6,0.946,-8.507,0,Het Land Van - Live,42,2005-11-24,0.08,150.426,4,https://api.spotify.com/v1/tracks/2l8NsdEw2CS0vvd773OXLT,audio_features,spotify:track:2l8NsdEw2CS0vvd773OXLT,0.765
357,0.302,https://api.spotify.com/v1/audio-analysis/3hE8uQOjzxvIBXPH3mIS2V,8,0.513,227345,0.989,False,3hE8uQOjzxvIBXPH3mIS2V,0.00222,8,0.714,-6.978,1,Hardcore Feelings,41,2012-11-30,0.069,170.963,4,https://api.spotify.com/v1/tracks/3hE8uQOjzxvIBXPH3mIS2V,audio_features,spotify:track:3hE8uQOjzxvIBXPH3mIS2V,0.386
358,0.178,https://api.spotify.com/v1/audio-analysis/7tqusWyIHeTmj5Zau5CYqj,15,0.833,172880,0.857,False,7tqusWyIHeTmj5Zau5CYqj,0.0,6,0.11,-5.024,1,Dromendans,56,2011-07-08,0.0399,100.099,4,https://api.spotify.com/v1/tracks/7tqusWyIHeTmj5Zau5CYqj,audio_features,spotify:track:7tqusWyIHeTmj5Zau5CYqj,0.972
359,0.332,https://api.spotify.com/v1/audio-analysis/6jEZLz3YpnEBRpVkv35AmP,32,0.857,192600,0.801,False,6jEZLz3YpnEBRpVkv35AmP,1.2e-06,0,0.0789,-6.499,1,Gasolina,77,2004-07-13,0.0618,96.009,4,https://api.spotify.com/v1/tracks/6jEZLz3YpnEBRpVkv35AmP,audio_features,spotify:track:6jEZLz3YpnEBRpVkv35AmP,0.753
360,0.122,https://api.spotify.com/v1/audio-analysis/3d8KtuxdO6kba5qzRcbqlk,13,0.664,224570,0.66,False,3d8KtuxdO6kba5qzRcbqlk,0.0,9,0.075,-10.39,1,Oerend Hard,51,2008-01-01,0.0989,126.566,4,https://api.spotify.com/v1/tracks/3d8KtuxdO6kba5qzRcbqlk,audio_features,spotify:track:3d8KtuxdO6kba5qzRcbqlk,0.836
361,0.00521,https://api.spotify.com/v1/audio-analysis/2Oaq2Q6JFS1xIXGL9TVryY,21,0.946,375973,0.491,True,2Oaq2Q6JFS1xIXGL9TVryY,0.0,1,0.226,-7.931,1,Watskeburt?!,56,2008-01-01,0.231,130.029,4,https://api.spotify.com/v1/tracks/2Oaq2Q6JFS1xIXGL9TVryY,audio_features,spotify:track:2Oaq2Q6JFS1xIXGL9TVryY,0.586
362,0.676,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,47,0.692,122067,0.497,False,4pbJqGIASGPr0ZpGpnWkDn,0.0,2,0.259,-7.316,1,We Will Rock You - Remastered,79,1977-10-28,0.119,81.308,4,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,audio_features,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.475
363,0.541,https://api.spotify.com/v1/audio-analysis/1jnUXW29r0JgYRcQmC3gIp,18,0.631,225040,0.623,False,1jnUXW29r0JgYRcQmC3gIp,5.3e-06,7,0.157,-7.013,1,Het Is Een Nacht... (Levensecht),59,1996,0.0297,138.076,4,https://api.spotify.com/v1/tracks/1jnUXW29r0JgYRcQmC3gIp,audio_features,spotify:track:1jnUXW29r0JgYRcQmC3gIp,0.495
364,0.0802,https://api.spotify.com/v1/audio-analysis/7wxqjTEvxVOsQEDJn2kB3Y,24,0.437,176147,0.904,False,7wxqjTEvxVOsQEDJn2kB3Y,5.76e-06,6,0.221,-4.304,0,Viben,51,2004-01-01,0.198,150.114,4,https://api.spotify.com/v1/tracks/7wxqjTEvxVOsQEDJn2kB3Y,audio_features,spotify:track:7wxqjTEvxVOsQEDJn2kB3Y,0.798
365,0.018,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,52,0.573,225280,0.902,False,2WfaOiMkCvy7F5fcp2zZ8L,0.00125,6,0.0928,-7.638,0,Take on Me,83,1985-06-01,0.054,84.412,4,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,audio_features,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.876
366,0.304,https://api.spotify.com/v1/audio-analysis/4M3eVBwEK6g4BgY6OXteaj,12,0.646,204147,0.882,False,4M3eVBwEK6g4BgY6OXteaj,0.0,4,0.362,-6.348,1,Schatje Mag Ik Je Foto ?,48,2012-07-25,0.0496,140.176,4,https://api.spotify.com/v1/tracks/4M3eVBwEK6g4BgY6OXteaj,audio_features,spotify:track:4M3eVBwEK6g4BgY6OXteaj,0.874
367,0.732,https://api.spotify.com/v1/audio-analysis/3oEHQmhvFLiE7ZYES0ulzv,22,0.428,280000,0.276,False,3oEHQmhvFLiE7ZYES0ulzv,5.33e-06,4,0.117,-11.729,1,"My Heart Will Go On - Love Theme from ""Titanic""",18,1997-10-24,0.0312,99.195,1,https://api.spotify.com/v1/tracks/3oEHQmhvFLiE7ZYES0ulzv,audio_features,spotify:track:3oEHQmhvFLiE7ZYES0ulzv,0.0382
368,0.0306,https://api.spotify.com/v1/audio-analysis/2o4iWZOFE8kkl0tK66WADw,19,0.606,242733,0.859,False,2o4iWZOFE8kkl0tK66WADw,0.0,0,0.255,-8.723,0,Dromen Zijn Bedrog,55,1994-01-01,0.0375,132.021,4,https://api.spotify.com/v1/tracks/2o4iWZOFE8kkl0tK66WADw,audio_features,spotify:track:2o4iWZOFE8kkl0tK66WADw,0.639
370,0.0766,https://api.spotify.com/v1/audio-analysis/5ZLkc5RY1NM4FtGWEd6HOE,17,0.598,241627,0.719,False,5ZLkc5RY1NM4FtGWEd6HOE,0.0,5,0.346,-4.306,1,"Bloed, Zweet En Tranen",58,2002-01-01,0.0289,68.01,4,https://api.spotify.com/v1/tracks/5ZLkc5RY1NM4FtGWEd6HOE,audio_features,spotify:track:5ZLkc5RY1NM4FtGWEd6HOE,0.373
371,0.253,https://api.spotify.com/v1/audio-analysis/0QoAWPBbkF1cUGvv18Qeoq,15,0.796,235227,0.898,False,0QoAWPBbkF1cUGvv18Qeoq,0.00108,8,0.083,-5.948,1,Kabouterdans,12,1998,0.0524,112.973,4,https://api.spotify.com/v1/tracks/0QoAWPBbkF1cUGvv18Qeoq,audio_features,spotify:track:0QoAWPBbkF1cUGvv18Qeoq,0.949
372,0.3,https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ,39,0.751,211160,0.834,False,6naxalmIoLFWR0siv8dnQQ,1.77e-05,1,0.355,-5.444,0,Oops!...I Did It Again,77,2000-05-16,0.0437,95.053,4,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,audio_features,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.894
373,0.0129,https://api.spotify.com/v1/audio-analysis/06hsdMbBxWGqBO0TV0Zrkf,19,0.729,194000,0.936,False,06hsdMbBxWGqBO0TV0Zrkf,0.000892,9,0.0367,-7.536,1,Cotton Eye Joe,70,1994-08-12,0.0776,131.986,4,https://api.spotify.com/v1/tracks/06hsdMbBxWGqBO0TV0Zrkf,audio_features,spotify:track:06hsdMbBxWGqBO0TV0Zrkf,0.598
374,0.434,https://api.spotify.com/v1/audio-analysis/1pLuLSngbXW9ftvgeSge6E,11,0.678,238653,0.876,False,1pLuLSngbXW9ftvgeSge6E,0.0,7,0.0788,-5.447,1,Liever Te Dik In De Kist,48,2016-06-13,0.164,123.955,4,https://api.spotify.com/v1/tracks/1pLuLSngbXW9ftvgeSge6E,audio_features,spotify:track:1pLuLSngbXW9ftvgeSge6E,0.768
375,0.6,https://api.spotify.com/v1/audio-analysis/3FCto7hnn1shUyZL42YgfO,15,0.334,336093,0.472,False,3FCto7hnn1shUyZL42YgfO,3.77e-06,0,0.317,-8.792,1,Piano Man,69,2001-10-02,0.0277,179.167,3,https://api.spotify.com/v1/tracks/3FCto7hnn1shUyZL42YgfO,audio_features,spotify:track:3FCto7hnn1shUyZL42YgfO,0.431
376,0.0156,https://api.spotify.com/v1/audio-analysis/0yx5eBLk3AGOH5EruCqLDx,19,0.578,213240,0.631,False,0yx5eBLk3AGOH5EruCqLDx,0.488,4,0.0578,-11.93,0,Hardcore Vibes,57,1995-07-31,0.0415,163.883,4,https://api.spotify.com/v1/tracks/0yx5eBLk3AGOH5EruCqLDx,audio_features,spotify:track:0yx5eBLk3AGOH5EruCqLDx,0.484
377,0.103,https://api.spotify.com/v1/audio-analysis/4ZhPLoMzZwewHLLjV1J15c,22,0.575,232467,0.555,False,4ZhPLoMzZwewHLLjV1J15c,1.3e-06,4,0.111,-7.495,1,99 Luftballons,74,1983-09-23,0.0453,95.361,4,https://api.spotify.com/v1/tracks/4ZhPLoMzZwewHLLjV1J15c,audio_features,spotify:track:4ZhPLoMzZwewHLLjV1J15c,0.504
378,0.346,https://api.spotify.com/v1/audio-analysis/1kETZmApc3IVzTLC4b886n,13,0.526,219560,0.749,False,1kETZmApc3IVzTLC4b886n,3.68e-06,5,0.0646,-5.994,1,Jij Denkt Maar Dat Je Alles Mag Van Mij,55,2008-08-01,0.0301,191.96,4,https://api.spotify.com/v1/tracks/1kETZmApc3IVzTLC4b886n,audio_features,spotify:track:1kETZmApc3IVzTLC4b886n,0.814
379,0.0475,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,59,0.559,209413,0.868,False,5T8EDUDqKcs6OSOwEsfqG7,0.000176,5,0.776,-5.276,1,Don't Stop Me Now - 2011 Mix,82,1978-11-10,0.17,156.295,4,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,audio_features,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.609
380,0.275,https://api.spotify.com/v1/audio-analysis/3UpS7kBnkVQYG13pDDFTC4,15,0.804,221107,0.801,False,3UpS7kBnkVQYG13pDDFTC4,3.29e-05,0,0.215,-4.892,1,As Long as You Love Me,71,1997-08-12,0.0305,98.12,4,https://api.spotify.com/v1/tracks/3UpS7kBnkVQYG13pDDFTC4,audio_features,spotify:track:3UpS7kBnkVQYG13pDDFTC4,0.826
381,0.635,https://api.spotify.com/v1/audio-analysis/5rgTXjUWeNTEJh578O7GCc,17,0.697,192267,0.946,False,5rgTXjUWeNTEJh578O7GCc,0.0,3,0.0949,-3.548,1,'t Dondert En 't Bliksemt,50,1997,0.0696,121.279,4,https://api.spotify.com/v1/tracks/5rgTXjUWeNTEJh578O7GCc,audio_features,spotify:track:5rgTXjUWeNTEJh578O7GCc,0.885
382,0.00879,https://api.spotify.com/v1/audio-analysis/3RF3vFbSiHAuWDyw8Di6Pk,16,0.481,218187,0.775,False,3RF3vFbSiHAuWDyw8Di6Pk,2.52e-06,0,0.0724,-8.057,1,Ich bin wie du,47,2003-01-13,0.0802,129.02,4,https://api.spotify.com/v1/tracks/3RF3vFbSiHAuWDyw8Di6Pk,audio_features,spotify:track:3RF3vFbSiHAuWDyw8Di6Pk,0.591
383,0.00627,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,35,0.766,202627,0.873,False,2Cd9iWfcOpGDHLz6tVA3G4,0.0,11,0.0764,-6.381,0,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),78,2010-05-07,0.143,126.988,4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,audio_features,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,0.743
384,0.0413,https://api.spotify.com/v1/audio-analysis/4MtbnO2jRAtFwMagTAYJwE,13,0.7,238000,0.593,False,4MtbnO2jRAtFwMagTAYJwE,4.64e-05,10,0.0753,-12.9,0,Ademnood,47,2006-01-01,0.0429,99.995,4,https://api.spotify.com/v1/tracks/4MtbnO2jRAtFwMagTAYJwE,audio_features,spotify:track:4MtbnO2jRAtFwMagTAYJwE,0.823
385,0.000147,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,51,0.501,292880,0.889,False,57bgtoPSgt236HzfBOd8kj,0.0114,4,0.217,-5.175,1,Thunderstruck,81,1990-09-24,0.0364,133.519,4,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,audio_features,spotify:track:57bgtoPSgt236HzfBOd8kj,0.257
386,0.204,https://api.spotify.com/v1/audio-analysis/0CDmHjD4cJ0DpNE88XAhbg,12,0.643,182453,0.915,False,0CDmHjD4cJ0DpNE88XAhbg,1.37e-05,9,0.214,-3.722,0,Maak Me Gek,48,2007-02-22,0.0825,143.064,4,https://api.spotify.com/v1/tracks/0CDmHjD4cJ0DpNE88XAhbg,audio_features,spotify:track:0CDmHjD4cJ0DpNE88XAhbg,0.837
387,0.0193,https://api.spotify.com/v1/audio-analysis/6UEfyhyfhYQsyipxOd95Ie,21,0.607,213973,0.923,False,6UEfyhyfhYQsyipxOd95Ie,1.1e-06,1,0.0924,-6.777,1,The Ketchup Song (Aserejé) - Spanglish Version,65,2002,0.0948,184.819,4,https://api.spotify.com/v1/tracks/6UEfyhyfhYQsyipxOd95Ie,audio_features,spotify:track:6UEfyhyfhYQsyipxOd95Ie,0.868
388,0.0907,https://api.spotify.com/v1/audio-analysis/7ht8qSQ4ftbfM4LapPsHrw,13,0.703,160781,0.966,False,7ht8qSQ4ftbfM4LapPsHrw,0.0,2,0.0476,-3.25,0,Shirt Uit & Zwaaien,54,2016-06-24,0.151,136.002,4,https://api.spotify.com/v1/tracks/7ht8qSQ4ftbfM4LapPsHrw,audio_features,spotify:track:7ht8qSQ4ftbfM4LapPsHrw,0.77
389,0.234,https://api.spotify.com/v1/audio-analysis/06c2L1gFGjdtqIDZ9lleH5,17,0.649,213773,0.77,False,06c2L1gFGjdtqIDZ9lleH5,0.0,1,0.587,-5.779,0,Why Tell Me Why,54,2010-10-22,0.0591,112.344,4,https://api.spotify.com/v1/tracks/06c2L1gFGjdtqIDZ9lleH5,audio_features,spotify:track:06c2L1gFGjdtqIDZ9lleH5,0.382
390,0.451,https://api.spotify.com/v1/audio-analysis/6a0lr0jt8lKDJhsAYA49NS,16,0.648,355989,0.66,False,6a0lr0jt8lKDJhsAYA49NS,0.0,9,0.189,-10.455,0,Jeanny,58,1985-02-19,0.0454,105.913,4,https://api.spotify.com/v1/tracks/6a0lr0jt8lKDJhsAYA49NS,audio_features,spotify:track:6a0lr0jt8lKDJhsAYA49NS,0.452
391,0.00678,https://api.spotify.com/v1/audio-analysis/6mVnMXsJ4UxdfDM3rPHZ2Q,10,0.569,193646,0.911,False,6mVnMXsJ4UxdfDM3rPHZ2Q,0.447,6,0.057,-4.049,1,Aquarius,37,2010-05-17,0.0405,175.039,4,https://api.spotify.com/v1/tracks/6mVnMXsJ4UxdfDM3rPHZ2Q,audio_features,spotify:track:6mVnMXsJ4UxdfDM3rPHZ2Q,0.259
392,0.23,https://api.spotify.com/v1/audio-analysis/0q9r5fHCLETKiJPbGQE6Gy,14,0.477,207027,0.452,False,0q9r5fHCLETKiJPbGQE6Gy,0.0,9,0.101,-5.445,1,Ik Voel Me Zo Verdomd Alleen,53,2013-03-15,0.0275,141.887,4,https://api.spotify.com/v1/tracks/0q9r5fHCLETKiJPbGQE6Gy,audio_features,spotify:track:0q9r5fHCLETKiJPbGQE6Gy,0.262
